"","hbr","area_name","sex","year","age_group","population_size"
"1416","S08000030","Tayside","All",2018,"0-44 years",214366
"1417","S08000030","Tayside","All",2018,"45-64 years",113240
"1418","S08000030","Tayside","All",2018,"65-74 years",47811
"1419","S08000030","Tayside","All",2018,"75plus years",40663
"1420","S08000030","Tayside","All",2018,"All",416080
"1421","S08000028","Western Isles","All",2018,"0-44 years",11898
"1422","S08000028","Western Isles","All",2018,"45-64 years",8107
"1423","S08000028","Western Isles","All",2018,"65-74 years",3665
"1424","S08000028","Western Isles","All",2018,"75plus years",3160
"1425","S08000028","Western Isles","All",2018,"All",26830
"1426","S92000003","Scotland","Males",2018,"0-44 years",1461180
"1427","S92000003","Scotland","Males",2018,"45-64 years",727725
"1428","S92000003","Scotland","Males",2018,"65-74 years",273369
"1429","S92000003","Scotland","Males",2018,"75plus years",186477
"1430","S92000003","Scotland","Males",2018,"All",2648751
"1431","S08000015","Ayrshire and Arran","Males",2018,"0-44 years",88123
"1432","S08000015","Ayrshire and Arran","Males",2018,"45-64 years",51731
"1433","S08000015","Ayrshire and Arran","Males",2018,"65-74 years",22243
"1434","S08000015","Ayrshire and Arran","Males",2018,"75plus years",15119
"1435","S08000015","Ayrshire and Arran","Males",2018,"All",177216
"1436","S08000016","Borders","Males",2018,"0-44 years",25602
"1437","S08000016","Borders","Males",2018,"45-64 years",17370
"1438","S08000016","Borders","Males",2018,"65-74 years",7750
"1439","S08000016","Borders","Males",2018,"75plus years",5267
"1440","S08000016","Borders","Males",2018,"All",55989
"1441","S08000017","Dumfries and Galloway","Males",2018,"0-44 years",33068
"1442","S08000017","Dumfries and Galloway","Males",2018,"45-64 years",21556
"1443","S08000017","Dumfries and Galloway","Males",2018,"65-74 years",10227
"1444","S08000017","Dumfries and Galloway","Males",2018,"75plus years",7470
"1445","S08000017","Dumfries and Galloway","Males",2018,"All",72321
"1446","S08000029","Fife","Males",2018,"0-44 years",95545
"1447","S08000029","Fife","Males",2018,"45-64 years",50866
"1448","S08000029","Fife","Males",2018,"65-74 years",20407
"1449","S08000029","Fife","Males",2018,"75plus years",13802
"1450","S08000029","Fife","Males",2018,"All",180620
"1451","S08000019","Forth Valley","Males",2018,"0-44 years",79974
"1452","S08000019","Forth Valley","Males",2018,"45-64 years",42721
"1453","S08000019","Forth Valley","Males",2018,"65-74 years",15872
"1454","S08000019","Forth Valley","Males",2018,"75plus years",10600
"1455","S08000019","Forth Valley","Males",2018,"All",149167
"1456","S08000020","Grampian","Males",2018,"0-44 years",163680
"1457","S08000020","Grampian","Males",2018,"45-64 years",78699
"1458","S08000020","Grampian","Males",2018,"65-74 years",28909
"1459","S08000020","Grampian","Males",2018,"75plus years",19440
"1460","S08000020","Grampian","Males",2018,"All",290728
"1461","S08000021","Greater Glasgow and Clyde","Males",2018,"0-44 years",337607
"1462","S08000021","Greater Glasgow and Clyde","Males",2018,"45-64 years",148477
"1463","S08000021","Greater Glasgow and Clyde","Males",2018,"65-74 years",49679
"1464","S08000021","Greater Glasgow and Clyde","Males",2018,"75plus years",33994
"1465","S08000021","Greater Glasgow and Clyde","Males",2018,"All",569757
"1466","S08000022","Highland","Males",2018,"0-44 years",77765
"1467","S08000022","Highland","Males",2018,"45-64 years",46575
"1468","S08000022","Highland","Males",2018,"65-74 years",20329
"1469","S08000022","Highland","Males",2018,"75plus years",13638
"1470","S08000022","Highland","Males",2018,"All",158307
"1471","S08000023","Lanarkshire","Males",2018,"0-44 years",174221
"1472","S08000023","Lanarkshire","Males",2018,"45-64 years",92071
"1473","S08000023","Lanarkshire","Males",2018,"65-74 years",32037
"1474","S08000023","Lanarkshire","Males",2018,"75plus years",20693
"1475","S08000023","Lanarkshire","Males",2018,"All",319022
"1476","S08000024","Lothian","Males",2018,"0-44 years",260303
"1477","S08000024","Lothian","Males",2018,"45-64 years",111897
"1478","S08000024","Lothian","Males",2018,"65-74 years",38365
"1479","S08000024","Lothian","Males",2018,"75plus years",26374
"1480","S08000024","Lothian","Males",2018,"All",436939
"1481","S08000025","Orkney","Males",2018,"0-44 years",5197
"1482","S08000025","Orkney","Males",2018,"45-64 years",3353
"1483","S08000025","Orkney","Males",2018,"65-74 years",1442
"1484","S08000025","Orkney","Males",2018,"75plus years",1047
"1485","S08000025","Orkney","Males",2018,"All",11039
"1486","S08000026","Shetland","Males",2018,"0-44 years",6173
"1487","S08000026","Shetland","Males",2018,"45-64 years",3343
"1488","S08000026","Shetland","Males",2018,"65-74 years",1330
"1489","S08000026","Shetland","Males",2018,"75plus years",867
"1490","S08000026","Shetland","Males",2018,"All",11713
"1491","S08000030","Tayside","Males",2018,"0-44 years",107895
"1492","S08000030","Tayside","Males",2018,"45-64 years",54959
"1493","S08000030","Tayside","Males",2018,"65-74 years",22937
"1494","S08000030","Tayside","Males",2018,"75plus years",16895
"1495","S08000030","Tayside","Males",2018,"All",202686
"1496","S08000028","Western Isles","Males",2018,"0-44 years",6027
"1497","S08000028","Western Isles","Males",2018,"45-64 years",4107
"1498","S08000028","Western Isles","Males",2018,"65-74 years",1842
"1499","S08000028","Western Isles","Males",2018,"75plus years",1271
"1500","S08000028","Western Isles","Males",2018,"All",13247
"1501","S92000003","Scotland","Females",2018,"0-44 years",1448866
"1502","S92000003","Scotland","Females",2018,"45-64 years",774215
"1503","S92000003","Scotland","Females",2018,"65-74 years",298009
"1504","S92000003","Scotland","Females",2018,"75plus years",268259
"1505","S92000003","Scotland","Females",2018,"All",2789349
"1506","S08000015","Ayrshire and Arran","Females",2018,"0-44 years",89650
"1507","S08000015","Ayrshire and Arran","Females",2018,"45-64 years",57353
"1508","S08000015","Ayrshire and Arran","Females",2018,"65-74 years",24455
"1509","S08000015","Ayrshire and Arran","Females",2018,"75plus years",20996
"1510","S08000015","Ayrshire and Arran","Females",2018,"All",192454
"1511","S08000016","Borders","Females",2018,"0-44 years",26007
"1512","S08000016","Borders","Females",2018,"45-64 years",18188
"1513","S08000016","Borders","Females",2018,"65-74 years",8113
"1514","S08000016","Borders","Females",2018,"75plus years",6973
"1515","S08000016","Borders","Females",2018,"All",59281
"1516","S08000017","Dumfries and Galloway","Females",2018,"0-44 years",33083
"1517","S08000017","Dumfries and Galloway","Females",2018,"45-64 years",23204
"1518","S08000017","Dumfries and Galloway","Females",2018,"65-74 years",10614
"1519","S08000017","Dumfries and Galloway","Females",2018,"75plus years",9568
"1520","S08000017","Dumfries and Galloway","Females",2018,"All",76469
"1521","S08000029","Fife","Females",2018,"0-44 years",96111
"1522","S08000029","Fife","Females",2018,"45-64 years",53798
"1523","S08000029","Fife","Females",2018,"65-74 years",22429
"1524","S08000029","Fife","Females",2018,"75plus years",18952
"1525","S08000029","Fife","Females",2018,"All",191290
"1526","S08000019","Forth Valley","Females",2018,"0-44 years",80123
"1527","S08000019","Forth Valley","Females",2018,"45-64 years",45017
"1528","S08000019","Forth Valley","Females",2018,"65-74 years",17101
"1529","S08000019","Forth Valley","Females",2018,"75plus years",14662
"1530","S08000019","Forth Valley","Females",2018,"All",156903
"1531","S08000020","Grampian","Females",2018,"0-44 years",156434
"1532","S08000020","Grampian","Females",2018,"45-64 years",79983
"1533","S08000020","Grampian","Females",2018,"65-74 years",30433
"1534","S08000020","Grampian","Females",2018,"75plus years",26972
"1535","S08000020","Grampian","Females",2018,"All",293822
"1536","S08000021","Greater Glasgow and Clyde","Females",2018,"0-44 years",332275
"1537","S08000021","Greater Glasgow and Clyde","Females",2018,"45-64 years",163295
"1538","S08000021","Greater Glasgow and Clyde","Females",2018,"65-74 years",55494
"1539","S08000021","Greater Glasgow and Clyde","Females",2018,"75plus years",54159
"1540","S08000021","Greater Glasgow and Clyde","Females",2018,"All",605223
"1541","S08000022","Highland","Females",2018,"0-44 years",74105
"1542","S08000022","Highland","Females",2018,"45-64 years",49399
"1543","S08000022","Highland","Females",2018,"65-74 years",21387
"1544","S08000022","Highland","Females",2018,"75plus years",18602
"1545","S08000022","Highland","Females",2018,"All",163493
"1546","S08000023","Lanarkshire","Females",2018,"0-44 years",174391
"1547","S08000023","Lanarkshire","Females",2018,"45-64 years",99216
"1548","S08000023","Lanarkshire","Females",2018,"65-74 years",35799
"1549","S08000023","Lanarkshire","Females",2018,"75plus years",30772
"1550","S08000023","Lanarkshire","Females",2018,"All",340178
"1551","S08000024","Lothian","Females",2018,"0-44 years",263583
"1552","S08000024","Lothian","Females",2018,"45-64 years",115918
"1553","S08000024","Lothian","Females",2018,"65-74 years",42781
"1554","S08000024","Lothian","Females",2018,"75plus years",38549
"1555","S08000024","Lothian","Females",2018,"All",460831
"1556","S08000025","Orkney","Females",2018,"0-44 years",5091
"1557","S08000025","Orkney","Females",2018,"45-64 years",3315
"1558","S08000025","Orkney","Females",2018,"65-74 years",1447
"1559","S08000025","Orkney","Females",2018,"75plus years",1298
"1560","S08000025","Orkney","Females",2018,"All",11151
"1561","S08000026","Shetland","Females",2018,"0-44 years",5671
"1562","S08000026","Shetland","Females",2018,"45-64 years",3248
"1563","S08000026","Shetland","Females",2018,"65-74 years",1259
"1564","S08000026","Shetland","Females",2018,"75plus years",1099
"1565","S08000026","Shetland","Females",2018,"All",11277
"1566","S08000030","Tayside","Females",2018,"0-44 years",106471
"1567","S08000030","Tayside","Females",2018,"45-64 years",58281
"1568","S08000030","Tayside","Females",2018,"65-74 years",24874
"1569","S08000030","Tayside","Females",2018,"75plus years",23768
"1570","S08000030","Tayside","Females",2018,"All",213394
"1571","S08000028","Western Isles","Females",2018,"0-44 years",5871
"1572","S08000028","Western Isles","Females",2018,"45-64 years",4000
"1573","S08000028","Western Isles","Females",2018,"65-74 years",1823
"1574","S08000028","Western Isles","Females",2018,"75plus years",1889
"1575","S08000028","Western Isles","Females",2018,"All",13583
"1576","S92000003","Scotland","All",2019,"0-44 years",2918791
"1577","S92000003","Scotland","All",2019,"45-64 years",1500364
"1578","S92000003","Scotland","All",2019,"65-74 years",578300
"1579","S92000003","Scotland","All",2019,"75plus years",465845
"1580","S92000003","Scotland","All",2019,"All",5463300
"1581","S08000015","Ayrshire and Arran","All",2019,"0-44 years",176609
"1582","S08000015","Ayrshire and Arran","All",2019,"45-64 years",108523
"1583","S08000015","Ayrshire and Arran","All",2019,"65-74 years",47011
"1584","S08000015","Ayrshire and Arran","All",2019,"75plus years",37217
"1585","S08000015","Ayrshire and Arran","All",2019,"All",369360
"1586","S08000016","Borders","All",2019,"0-44 years",51378
"1587","S08000016","Borders","All",2019,"45-64 years",35516
"1588","S08000016","Borders","All",2019,"65-74 years",16002
"1589","S08000016","Borders","All",2019,"75plus years",12614
"1590","S08000016","Borders","All",2019,"All",115510
"1591","S08000017","Dumfries and Galloway","All",2019,"0-44 years",65836
"1592","S08000017","Dumfries and Galloway","All",2019,"45-64 years",44454
"1593","S08000017","Dumfries and Galloway","All",2019,"65-74 years",21043
"1594","S08000017","Dumfries and Galloway","All",2019,"75plus years",17527
"1595","S08000017","Dumfries and Galloway","All",2019,"All",148860
"1596","S08000029","Fife","All",2019,"0-44 years",191997
"1597","S08000029","Fife","All",2019,"45-64 years",104529
"1598","S08000029","Fife","All",2019,"65-74 years",43231
"1599","S08000029","Fife","All",2019,"75plus years",33793
"1600","S08000029","Fife","All",2019,"All",373550
"1601","S08000019","Forth Valley","All",2019,"0-44 years",159542
"1602","S08000019","Forth Valley","All",2019,"45-64 years",87924
"1603","S08000019","Forth Valley","All",2019,"65-74 years",33222
"1604","S08000019","Forth Valley","All",2019,"75plus years",25952
"1605","S08000019","Forth Valley","All",2019,"All",306640
"1606","S08000020","Grampian","All",2019,"0-44 years",319121
"1607","S08000020","Grampian","All",2019,"45-64 years",158633
"1608","S08000020","Grampian","All",2019,"65-74 years",60524
"1609","S08000020","Grampian","All",2019,"75plus years",47422
"1610","S08000020","Grampian","All",2019,"All",585700
"1611","S08000031","Greater Glasgow and Clyde","All",2019,"0-44 years",676355
"1612","S08000031","Greater Glasgow and Clyde","All",2019,"45-64 years",310813
"1613","S08000031","Greater Glasgow and Clyde","All",2019,"65-74 years",106435
"1614","S08000031","Greater Glasgow and Clyde","All",2019,"75plus years",89517
"1615","S08000031","Greater Glasgow and Clyde","All",2019,"All",1183120
"1616","S08000022","Highland","All",2019,"0-44 years",151048
"1617","S08000022","Highland","All",2019,"45-64 years",95354
"1618","S08000022","Highland","All",2019,"65-74 years",41989
"1619","S08000022","Highland","All",2019,"75plus years",33309
"1620","S08000022","Highland","All",2019,"All",321700
"1621","S08000032","Lanarkshire","All",2019,"0-44 years",348936
"1622","S08000032","Lanarkshire","All",2019,"45-64 years",191159
"1623","S08000032","Lanarkshire","All",2019,"65-74 years",68997
"1624","S08000032","Lanarkshire","All",2019,"75plus years",52808
"1625","S08000032","Lanarkshire","All",2019,"All",661900
"1626","S08000024","Lothian","All",2019,"0-44 years",529385
"1627","S08000024","Lothian","All",2019,"45-64 years",229241
"1628","S08000024","Lothian","All",2019,"65-74 years",82459
"1629","S08000024","Lothian","All",2019,"75plus years",66495
"1630","S08000024","Lothian","All",2019,"All",907580
"1631","S08000025","Orkney","All",2019,"0-44 years",10312
"1632","S08000025","Orkney","All",2019,"45-64 years",6652
"1633","S08000025","Orkney","All",2019,"65-74 years",2874
"1634","S08000025","Orkney","All",2019,"75plus years",2432
"1635","S08000025","Orkney","All",2019,"All",22270
"1636","S08000026","Shetland","All",2019,"0-44 years",11684
"1637","S08000026","Shetland","All",2019,"45-64 years",6550
"1638","S08000026","Shetland","All",2019,"65-74 years",2634
"1639","S08000026","Shetland","All",2019,"75plus years",2052
"1640","S08000026","Shetland","All",2019,"All",22920
"1641","S08000030","Tayside","All",2019,"0-44 years",214871
"1642","S08000030","Tayside","All",2019,"45-64 years",112908
"1643","S08000030","Tayside","All",2019,"65-74 years",48213
"1644","S08000030","Tayside","All",2019,"75plus years",41478
"1645","S08000030","Tayside","All",2019,"All",417470
"1646","S08000028","Western Isles","All",2019,"0-44 years",11717
"1647","S08000028","Western Isles","All",2019,"45-64 years",8108
"1648","S08000028","Western Isles","All",2019,"65-74 years",3666
"1649","S08000028","Western Isles","All",2019,"75plus years",3229
"1650","S08000028","Western Isles","All",2019,"All",26720
"1651","S92000003","Scotland","Males",2019,"0-44 years",1467198
"1652","S92000003","Scotland","Males",2019,"45-64 years",726379
"1653","S92000003","Scotland","Males",2019,"65-74 years",276799
"1654","S92000003","Scotland","Males",2019,"75plus years",192627
"1655","S92000003","Scotland","Males",2019,"All",2663003
"1656","S08000015","Ayrshire and Arran","Males",2019,"0-44 years",87606
"1657","S08000015","Ayrshire and Arran","Males",2019,"45-64 years",51403
"1658","S08000015","Ayrshire and Arran","Males",2019,"65-74 years",22358
"1659","S08000015","Ayrshire and Arran","Males",2019,"75plus years",15682
"1660","S08000015","Ayrshire and Arran","Males",2019,"All",177049
"1661","S08000016","Borders","Males",2019,"0-44 years",25499
"1662","S08000016","Borders","Males",2019,"45-64 years",17294
"1663","S08000016","Borders","Males",2019,"65-74 years",7877
"1664","S08000016","Borders","Males",2019,"75plus years",5453
"1665","S08000016","Borders","Males",2019,"All",56123
"1666","S08000017","Dumfries and Galloway","Males",2019,"0-44 years",32943
"1667","S08000017","Dumfries and Galloway","Males",2019,"45-64 years",21376
"1668","S08000017","Dumfries and Galloway","Males",2019,"65-74 years",10365
"1669","S08000017","Dumfries and Galloway","Males",2019,"75plus years",7751
"1670","S08000017","Dumfries and Galloway","Males",2019,"All",72435
"1671","S08000029","Fife","Males",2019,"0-44 years",95681
"1672","S08000029","Fife","Males",2019,"45-64 years",50753
"1673","S08000029","Fife","Males",2019,"65-74 years",20660
"1674","S08000029","Fife","Males",2019,"75plus years",14320
"1675","S08000029","Fife","Males",2019,"All",181414
"1676","S08000019","Forth Valley","Males",2019,"0-44 years",79946
"1677","S08000019","Forth Valley","Males",2019,"45-64 years",42812
"1678","S08000019","Forth Valley","Males",2019,"65-74 years",15967
"1679","S08000019","Forth Valley","Males",2019,"75plus years",10902
"1680","S08000019","Forth Valley","Males",2019,"All",149627
"1681","S08000020","Grampian","Males",2019,"0-44 years",163184
"1682","S08000020","Grampian","Males",2019,"45-64 years",78635
"1683","S08000020","Grampian","Males",2019,"65-74 years",29501
"1684","S08000020","Grampian","Males",2019,"75plus years",19963
"1685","S08000020","Grampian","Males",2019,"All",291283
"1686","S08000031","Greater Glasgow and Clyde","Males",2019,"0-44 years",341648
"1687","S08000031","Greater Glasgow and Clyde","Males",2019,"45-64 years",148024
"1688","S08000031","Greater Glasgow and Clyde","Males",2019,"65-74 years",50149
"1689","S08000031","Greater Glasgow and Clyde","Males",2019,"75plus years",34873
"1690","S08000031","Greater Glasgow and Clyde","Males",2019,"All",574694
"1691","S08000022","Highland","Males",2019,"0-44 years",77469
"1692","S08000022","Highland","Males",2019,"45-64 years",46116
"1693","S08000022","Highland","Males",2019,"65-74 years",20462
"1694","S08000022","Highland","Males",2019,"75plus years",14264
"1695","S08000022","Highland","Males",2019,"All",158311
"1696","S08000032","Lanarkshire","Males",2019,"0-44 years",174346
"1697","S08000032","Lanarkshire","Males",2019,"45-64 years",91972
"1698","S08000032","Lanarkshire","Males",2019,"65-74 years",32640
"1699","S08000032","Lanarkshire","Males",2019,"75plus years",21438
"1700","S08000032","Lanarkshire","Males",2019,"All",320396
"1701","S08000024","Lothian","Males",2019,"0-44 years",263186
"1702","S08000024","Lothian","Males",2019,"45-64 years",112635
"1703","S08000024","Lothian","Males",2019,"65-74 years",39101
"1704","S08000024","Lothian","Males",2019,"75plus years",27201
"1705","S08000024","Lothian","Males",2019,"All",442123
"1706","S08000025","Orkney","Males",2019,"0-44 years",5246
"1707","S08000025","Orkney","Males",2019,"45-64 years",3299
"1708","S08000025","Orkney","Males",2019,"65-74 years",1436
"1709","S08000025","Orkney","Males",2019,"75plus years",1105
"1710","S08000025","Orkney","Males",2019,"All",11086
"1711","S08000026","Shetland","Males",2019,"0-44 years",6099
"1712","S08000026","Shetland","Males",2019,"45-64 years",3323
"1713","S08000026","Shetland","Males",2019,"65-74 years",1344
"1714","S08000026","Shetland","Males",2019,"75plus years",919
"1715","S08000026","Shetland","Males",2019,"All",11685
"1716","S08000030","Tayside","Males",2019,"0-44 years",108425
"1717","S08000030","Tayside","Males",2019,"45-64 years",54616
"1718","S08000030","Tayside","Males",2019,"65-74 years",23112
"1719","S08000030","Tayside","Males",2019,"75plus years",17428
"1720","S08000030","Tayside","Males",2019,"All",203581
"1721","S08000028","Western Isles","Males",2019,"0-44 years",5920
"1722","S08000028","Western Isles","Males",2019,"45-64 years",4121
"1723","S08000028","Western Isles","Males",2019,"65-74 years",1827
"1724","S08000028","Western Isles","Males",2019,"75plus years",1328
"1725","S08000028","Western Isles","Males",2019,"All",13196
"1726","S92000003","Scotland","Females",2019,"0-44 years",1451593
"1727","S92000003","Scotland","Females",2019,"45-64 years",773985
"1728","S92000003","Scotland","Females",2019,"65-74 years",301501
"1729","S92000003","Scotland","Females",2019,"75plus years",273218
"1730","S92000003","Scotland","Females",2019,"All",2800297
"1731","S08000015","Ayrshire and Arran","Females",2019,"0-44 years",89003
"1732","S08000015","Ayrshire and Arran","Females",2019,"45-64 years",57120
"1733","S08000015","Ayrshire and Arran","Females",2019,"65-74 years",24653
"1734","S08000015","Ayrshire and Arran","Females",2019,"75plus years",21535
"1735","S08000015","Ayrshire and Arran","Females",2019,"All",192311
"1736","S08000016","Borders","Females",2019,"0-44 years",25879
"1737","S08000016","Borders","Females",2019,"45-64 years",18222
"1738","S08000016","Borders","Females",2019,"65-74 years",8125
"1739","S08000016","Borders","Females",2019,"75plus years",7161
"1740","S08000016","Borders","Females",2019,"All",59387
"1741","S08000017","Dumfries and Galloway","Females",2019,"0-44 years",32893
"1742","S08000017","Dumfries and Galloway","Females",2019,"45-64 years",23078
"1743","S08000017","Dumfries and Galloway","Females",2019,"65-74 years",10678
"1744","S08000017","Dumfries and Galloway","Females",2019,"75plus years",9776
"1745","S08000017","Dumfries and Galloway","Females",2019,"All",76425
"1746","S08000029","Fife","Females",2019,"0-44 years",96316
"1747","S08000029","Fife","Females",2019,"45-64 years",53776
"1748","S08000029","Fife","Females",2019,"65-74 years",22571
"1749","S08000029","Fife","Females",2019,"75plus years",19473
"1750","S08000029","Fife","Females",2019,"All",192136
"1751","S08000019","Forth Valley","Females",2019,"0-44 years",79596
"1752","S08000019","Forth Valley","Females",2019,"45-64 years",45112
"1753","S08000019","Forth Valley","Females",2019,"65-74 years",17255
"1754","S08000019","Forth Valley","Females",2019,"75plus years",15050
"1755","S08000019","Forth Valley","Females",2019,"All",157013
"1756","S08000020","Grampian","Females",2019,"0-44 years",155937
"1757","S08000020","Grampian","Females",2019,"45-64 years",79998
"1758","S08000020","Grampian","Females",2019,"65-74 years",31023
"1759","S08000020","Grampian","Females",2019,"75plus years",27459
"1760","S08000020","Grampian","Females",2019,"All",294417
"1761","S08000031","Greater Glasgow and Clyde","Females",2019,"0-44 years",334707
"1762","S08000031","Greater Glasgow and Clyde","Females",2019,"45-64 years",162789
"1763","S08000031","Greater Glasgow and Clyde","Females",2019,"65-74 years",56286
"1764","S08000031","Greater Glasgow and Clyde","Females",2019,"75plus years",54644
"1765","S08000031","Greater Glasgow and Clyde","Females",2019,"All",608426
"1766","S08000022","Highland","Females",2019,"0-44 years",73579
"1767","S08000022","Highland","Females",2019,"45-64 years",49238
"1768","S08000022","Highland","Females",2019,"65-74 years",21527
"1769","S08000022","Highland","Females",2019,"75plus years",19045
"1770","S08000022","Highland","Females",2019,"All",163389
"1771","S08000032","Lanarkshire","Females",2019,"0-44 years",174590
"1772","S08000032","Lanarkshire","Females",2019,"45-64 years",99187
"1773","S08000032","Lanarkshire","Females",2019,"65-74 years",36357
"1774","S08000032","Lanarkshire","Females",2019,"75plus years",31370
"1775","S08000032","Lanarkshire","Females",2019,"All",341504
"1776","S08000024","Lothian","Females",2019,"0-44 years",266199
"1777","S08000024","Lothian","Females",2019,"45-64 years",116606
"1778","S08000024","Lothian","Females",2019,"65-74 years",43358
"1779","S08000024","Lothian","Females",2019,"75plus years",39294
"1780","S08000024","Lothian","Females",2019,"All",465457
"1781","S08000025","Orkney","Females",2019,"0-44 years",5066
"1782","S08000025","Orkney","Females",2019,"45-64 years",3353
"1783","S08000025","Orkney","Females",2019,"65-74 years",1438
"1784","S08000025","Orkney","Females",2019,"75plus years",1327
"1785","S08000025","Orkney","Females",2019,"All",11184
"1786","S08000026","Shetland","Females",2019,"0-44 years",5585
"1787","S08000026","Shetland","Females",2019,"45-64 years",3227
"1788","S08000026","Shetland","Females",2019,"65-74 years",1290
"1789","S08000026","Shetland","Females",2019,"75plus years",1133
"1790","S08000026","Shetland","Females",2019,"All",11235
"1791","S08000030","Tayside","Females",2019,"0-44 years",106446
"1792","S08000030","Tayside","Females",2019,"45-64 years",58292
"1793","S08000030","Tayside","Females",2019,"65-74 years",25101
"1794","S08000030","Tayside","Females",2019,"75plus years",24050
"1795","S08000030","Tayside","Females",2019,"All",213889
"1796","S08000028","Western Isles","Females",2019,"0-44 years",5797
"1797","S08000028","Western Isles","Females",2019,"45-64 years",3987
"1798","S08000028","Western Isles","Females",2019,"65-74 years",1839
"1799","S08000028","Western Isles","Females",2019,"75plus years",1901
"1800","S08000028","Western Isles","Females",2019,"All",13524
"1801","S92000003","Scotland","All",2020,"0-44 years",2914970
"1802","S92000003","Scotland","All",2020,"45-64 years",1494950
"1803","S92000003","Scotland","All",2020,"65-74 years",586263
"1804","S92000003","Scotland","All",2020,"75plus years",469817
"1805","S92000003","Scotland","All",2020,"All",5466000
"1806","S08000015","Ayrshire and Arran","All",2020,"0-44 years",175246
"1807","S08000015","Ayrshire and Arran","All",2020,"45-64 years",107722
"1808","S08000015","Ayrshire and Arran","All",2020,"65-74 years",47376
"1809","S08000015","Ayrshire and Arran","All",2020,"75plus years",37646
"1810","S08000015","Ayrshire and Arran","All",2020,"All",367990
"1811","S08000016","Borders","All",2020,"0-44 years",51020
"1812","S08000016","Borders","All",2020,"45-64 years",35136
"1813","S08000016","Borders","All",2020,"65-74 years",16197
"1814","S08000016","Borders","All",2020,"75plus years",12887
"1815","S08000016","Borders","All",2020,"All",115240
"1816","S08000017","Dumfries and Galloway","All",2020,"0-44 years",65404
"1817","S08000017","Dumfries and Galloway","All",2020,"45-64 years",43828
"1818","S08000017","Dumfries and Galloway","All",2020,"65-74 years",21241
"1819","S08000017","Dumfries and Galloway","All",2020,"75plus years",17817
"1820","S08000017","Dumfries and Galloway","All",2020,"All",148290
"1821","S08000029","Fife","All",2020,"0-44 years",191642
"1822","S08000029","Fife","All",2020,"45-64 years",104319
"1823","S08000029","Fife","All",2020,"65-74 years",43565
"1824","S08000029","Fife","All",2020,"75plus years",34604
"1825","S08000029","Fife","All",2020,"All",374130
"1826","S08000019","Forth Valley","All",2020,"0-44 years",158365
"1827","S08000019","Forth Valley","All",2020,"45-64 years",87818
"1828","S08000019","Forth Valley","All",2020,"65-74 years",33475
"1829","S08000019","Forth Valley","All",2020,"75plus years",26272
"1830","S08000019","Forth Valley","All",2020,"All",305930
"1831","S08000020","Grampian","All",2020,"0-44 years",317439
"1832","S08000020","Grampian","All",2020,"45-64 years",158323
"1833","S08000020","Grampian","All",2020,"65-74 years",61872
"1834","S08000020","Grampian","All",2020,"75plus years",47916
"1835","S08000020","Grampian","All",2020,"All",585550
"1836","S08000031","Greater Glasgow and Clyde","All",2020,"0-44 years",679076
"1837","S08000031","Greater Glasgow and Clyde","All",2020,"45-64 years",308851
"1838","S08000031","Greater Glasgow and Clyde","All",2020,"65-74 years",108323
"1839","S08000031","Greater Glasgow and Clyde","All",2020,"75plus years",88990
"1840","S08000031","Greater Glasgow and Clyde","All",2020,"All",1185240
"1841","S08000022","Highland","All",2020,"0-44 years",149675
"1842","S08000022","Highland","All",2020,"45-64 years",94842
"1843","S08000022","Highland","All",2020,"65-74 years",42453
"1844","S08000022","Highland","All",2020,"75plus years",33890
"1845","S08000022","Highland","All",2020,"All",320860
"1846","S08000032","Lanarkshire","All",2020,"0-44 years",348065
"1847","S08000032","Lanarkshire","All",2020,"45-64 years",190604
"1848","S08000032","Lanarkshire","All",2020,"65-74 years",70194
"1849","S08000032","Lanarkshire","All",2020,"75plus years",53097
"1850","S08000032","Lanarkshire","All",2020,"All",661960
"1851","S08000024","Lothian","All",2020,"0-44 years",531345
"1852","S08000024","Lothian","All",2020,"45-64 years",230501
"1853","S08000024","Lothian","All",2020,"65-74 years",83581
"1854","S08000024","Lothian","All",2020,"75plus years",67063
"1855","S08000024","Lothian","All",2020,"All",912490
"1856","S08000025","Orkney","All",2020,"0-44 years",10296
"1857","S08000025","Orkney","All",2020,"45-64 years",6661
"1858","S08000025","Orkney","All",2020,"65-74 years",2924
"1859","S08000025","Orkney","All",2020,"75plus years",2519
"1860","S08000025","Orkney","All",2020,"All",22400
"1861","S08000026","Shetland","All",2020,"0-44 years",11580
"1862","S08000026","Shetland","All",2020,"45-64 years",6483
"1863","S08000026","Shetland","All",2020,"65-74 years",2683
"1864","S08000026","Shetland","All",2020,"75plus years",2124
"1865","S08000026","Shetland","All",2020,"All",22870
"1866","S08000030","Tayside","All",2020,"0-44 years",214306
"1867","S08000030","Tayside","All",2020,"45-64 years",111846
"1868","S08000030","Tayside","All",2020,"65-74 years",48624
"1869","S08000030","Tayside","All",2020,"75plus years",41774
"1870","S08000030","Tayside","All",2020,"All",416550
"1871","S08000028","Western Isles","All",2020,"0-44 years",11511
"1872","S08000028","Western Isles","All",2020,"45-64 years",8016
"1873","S08000028","Western Isles","All",2020,"65-74 years",3755
"1874","S08000028","Western Isles","All",2020,"75plus years",3218
"1875","S08000028","Western Isles","All",2020,"All",26500
"1876","S92000003","Scotland","Males",2020,"0-44 years",1466631
